PartnerID,accountGuid,domains,plan,PartNumber,itemCount,partnerPurchasedPlanID
26392,799ef0ab-4438-4157-8afc-f6fc4dfe9253,HW-Acceptance.serverdata.net,E2016_Exch_1_HOSTWAY,,3,799ef0ab443841578afcf6fc4dfe9253
26392,799ef0ab-4438-4157-8afc-f6fc4dfe9253,HW-Acceptance.serverdata.net,E2016_Exch_1_HOSTWAY,,3,799ef0ab443841578afcf6fc4dfe9253
26392,799ef0ab-4438-4157-8afc-f6fc4dfe9253,HW-Acceptance.serverdata.net,E2016_Exch_1_HOSTWAY,,4,799ef0ab443841578afcf6fc4dfe9253
26392,fcf200b3-b7e4-494d-be6f-93c8243ba3c6,MigrationTest.serverdata.net,E2016_Exch_1_HOSTWAY,,1,fcf200b3b7e4494dbe6f93c8243ba3c6
26392,fcf200b3-b7e4-494d-be6f-93c8243ba3c6,MigrationTest.serverdata.net,E2016_Exch_1_HOSTWAY,,1,fcf200b3b7e4494dbe6f93c8243ba3c6
26392,85c57a08-0ddd-4d30-beaf-48ff81355b2f,georgi660336.serverdata.net,E2016_Exch_1_HOSTWAY,,1,85c57a080ddd4d30beaf48ff81355b2f
26392,85c57a08-0ddd-4d30-beaf-48ff81355b2f,georgi660336.serverdata.net,E2016_Exch_1_HOSTWAY,,1,85c57a080ddd4d30beaf48ff81355b2f
26392,a9372f3f-6cb6-490c-b226-7e06d2cfba78,georgi1.serverdata.net,E2016_Exch_1_HOSTWAY,,1,a9372f3f6cb6490cb2267e06d2cfba78
26392,a9372f3f-6cb6-490c-b226-7e06d2cfba78,georgi1.serverdata.net,E2016_Exch_1_HOSTWAY,,1,a9372f3f6cb6490cb2267e06d2cfba78
26392,0a9930b4-daab-4efb-9411-97b0576731ec,account12345.serverdata.net,E2016_Exch_1_HOSTWAY,,1,0a9930b4daab4efb941197b0576731ec
26392,0a9930b4-daab-4efb-9411-97b0576731ec,account12345.serverdata.net,E2016_Exch_1_HOSTWAY,,1,0a9930b4daab4efb941197b0576731ec
26392,249bb01c-85e1-49ff-b25f-6555027187f8,smith1503064-6947647565.serverdata.net,E2016_Exch_1_HOSTWAY,,1,249bb01c85e149ffb25f6555027187f8
26392,249bb01c-85e1-49ff-b25f-6555027187f8,smith1503064-6947647565.serverdata.net,E2016_Exch_1_HOSTWAY,,1,249bb01c85e149ffb25f6555027187f8
26392,180e6992-20b4-4d1d-acc2-a1113ddb0173,smith1222500-1824911332.serverdata.net,E2016_Exch_1_HOSTWAY,,1,180e699220b44d1dacc2a1113ddb0173
26392,180e6992-20b4-4d1d-acc2-a1113ddb0173,smith1222500-1824911332.serverdata.net,E2016_Exch_1_HOSTWAY,,1,180e699220b44d1dacc2a1113ddb0173
26392,9ad3da9b-29d7-4dda-b25a-618333740921,smith5369-5477608986897.serverdata.net,E2016_Exch_1_HOSTWAY,,1,9ad3da9b29d74ddab25a618333740921
