product,itemCount,running_total
core.chargeable.exchange,1,69882
core.chargeable.advancemailsec,1,69883
core.chargeable.exchange,3,69886
core.chargeable.advancemailsec,3,69889
core.chargeable.exchange,1,69890
core.chargeable.advancemailsec,1,69891
core.chargeable.exchange,3,69894
core.chargeable.advancemailsec,3,69897
core.chargeable.exchange,1,69898
core.chargeable.advancemailsec,1,69899
core.chargeable.exchange,10,69909
core.chargeable.advancemailsec,10,69919
core.chargeable.exchange,5,69924
core.chargeable.advancemailsec,5,69929
core.chargeable.exchange,4,69933
core.chargeable.advancemailsec,4,69937
core.chargeable.addowaspace,9000,78937
core.chargeable.owa,2,78939
core.chargeable.activesync,2,78941
core.chargeable.advancemailsec,2,78943
core.chargeable.exchange,1,78944
core.chargeable.advancemailsec,1,78945
core.chargeable.exchange,3,78948
core.chargeable.advancemailsec,3,78951
core.chargeable.exchange,1,78952
core.chargeable.advancemailsec,1,78953
core.chargeable.exchange,2,78955
core.chargeable.advancemailsec,2,78957
core.chargeable.exchange,1,78958
core.chargeable.advancemailsec,1,78959
core.chargeable.exchange,9,78968
core.chargeable.advancemailsec,9,78977
core.chargeable.exchange,1,78978
core.chargeable.advancemailsec,1,78979
core.chargeable.exchange,2,78981
core.chargeable.advancemailsec,2,78983
core.chargeable.exchange,1,78984
core.chargeable.advancemailsec,1,78985
core.chargeable.exchange,22,79007
core.chargeable.addspspace,4000,83007
core.chargeable.advancemailsec,22,83029
core.chargeable.exchange,1,83030
core.chargeable.advancemailsec,1,83031
core.chargeable.exchange,14,83045
core.chargeable.advancemailsec,14,83059
core.chargeable.exchange,14,83073
core.chargeable.advancemailsec,14,83087
core.chargeable.exchange,5,83092
core.chargeable.addpubfolder,1,83093
core.chargeable.advancemailsec,5,83098
core.chargeable.exchange,4,83102
core.chargeable.advancemailsec,4,83106
core.chargeable.exchange,1,83107
core.chargeable.advancemailsec,1,83108
core.chargeable.exchange,1,83109
core.chargeable.advancemailsec,1,83110
core.chargeable.exchange,3,83113
core.chargeable.advancemailsec,3,83116
core.chargeable.exchange,10,83126
core.chargeable.advancemailsec,10,83136
core.chargeable.exchange,1,83137
core.chargeable.advancemailsec,1,83138
core.chargeable.exchange,3,83141
core.chargeable.advancemailsec,3,83144
core.chargeable.exchange,1,83145
core.chargeable.advancemailsec,1,83146
core.chargeable.exchange,1,83147
core.chargeable.advancemailsec,1,83148
core.chargeable.exchange,5,83153
core.chargeable.advancemailsec,5,83158
core.chargeable.exchange,13,83171
core.chargeable.advancemailsec,13,83184
core.chargeable.exchange,12,83196
core.chargeable.advancemailsec,12,83208
core.chargeable.exchange,48,83256
core.chargeable.advancemailsec,48,83304
core.chargeable.exchange,4,83308
core.chargeable.advancemailsec,4,83312
core.chargeable.exchange,1,83313
core.chargeable.advancemailsec,1,83314
core.chargeable.exchange,1,83315
core.chargeable.advancemailsec,1,83316
core.chargeable.exchange,4,83320
core.chargeable.advancemailsec,4,83324
core.chargeable.exchange,8,83332
core.chargeable.advancemailsec,8,83340
core.chargeable.exchange,8,83348
core.chargeable.advancemailsec,8,83356
core.chargeable.exchange,4,83360
core.chargeable.advancemailsec,4,83364
core.chargeable.exchange,3,83367
core.chargeable.advancemailsec,3,83370
core.chargeable.exchange,4,83374
core.chargeable.advancemailsec,4,83378
core.chargeable.exchange,1,83379
core.chargeable.advancemailsec,1,83380
core.chargeable.exchange,3,83383
core.chargeable.advancemailsec,3,83386
core.chargeable.owa,2,83388
core.chargeable.activesync,2,83390
core.chargeable.advancemailsec,2,83392
core.chargeable.exchange,1,83393
core.chargeable.advancemailsec,1,83394
core.chargeable.exchange,1,83395
core.chargeable.advancemailsec,1,83396
core.chargeable.exchange,1,83397
core.chargeable.advancemailsec,1,83398
core.chargeable.exchange,13,83411
core.chargeable.advancemailsec,13,83424
core.chargeable.exchange,1,83425
core.chargeable.advancemailsec,1,83426
core.chargeable.exchange,4,83430
core.chargeable.advancemailsec,4,83434
core.chargeable.exchange,11,83445
core.chargeable.advancemailsec,11,83456
core.chargeable.exchange,4,83460
core.chargeable.advancemailsec,4,83464
core.chargeable.exchange,21,83485
core.chargeable.advancemailsec,21,83506
core.chargeable.exchange,67,83573
core.chargeable.advancemailsec,67,83640
core.chargeable.exchange,30,83670
core.chargeable.advancemailsec,30,83700
core.chargeable.exchange,1,83701
core.chargeable.advancemailsec,1,83702
core.chargeable.exchange,2,83704
core.chargeable.advancemailsec,2,83706
core.chargeable.exchange,6,83712
core.chargeable.advancemailsec,6,83718
core.chargeable.exchange,1,83719
core.chargeable.advancemailsec,1,83720
core.chargeable.encrygateway,16,83736
core.chargeable.exchange,16,83752
core.chargeable.archivemailbox,1,83753
core.chargeable.advancemailsec,16,83769
core.chargeable.exchange,3,83772
core.chargeable.advancemailsec,3,83775
core.chargeable.exchange,1,83776
core.chargeable.advancemailsec,1,83777
core.chargeable.exchange,1,83778
core.chargeable.advancemailsec,1,83779
core.chargeable.exchange,3,83782
core.chargeable.advancemailsec,3,83785
core.chargeable.exchange,3,83788
core.chargeable.advancemailsec,3,83791
core.chargeable.exchange,1,83792
core.chargeable.advancemailsec,1,83793
core.chargeable.exchange,5,83798
core.chargeable.advancemailsec,5,83803
core.chargeable.exchange,11,83814
core.chargeable.advancemailsec,11,83825
core.chargeable.exchange,17,83842
core.chargeable.advancemailsec,17,83859
core.chargeable.exchange,5,83864
core.chargeable.advancemailsec,5,83869
core.chargeable.exchange,1,83870
core.chargeable.advancemailsec,1,83871
core.chargeable.exchange,2,83873
core.chargeable.advancemailsec,2,83875
core.chargeable.exchange,26,83901
core.chargeable.advancemailsec,26,83927
core.chargeable.exchange,1,83928
core.chargeable.advancemailsec,1,83929
core.chargeable.exchange,13,83942
core.chargeable.advancemailsec,13,83955
core.chargeable.outlook,10,83965
core.chargeable.exchange,10,83975
core.chargeable.advancemailsec,10,83985
core.chargeable.exchange,2,83987
core.chargeable.advancemailsec,2,83989
core.chargeable.exchange,4,83993
core.chargeable.advancemailsec,4,83997
core.chargeable.exchange,2,83999
core.chargeable.advancemailsec,2,84001
core.chargeable.exchange,1,84002
core.chargeable.advancemailsec,1,84003
core.chargeable.exchange,1,84004
core.chargeable.advancemailsec,1,84005
core.chargeable.exchange,50,84055
core.chargeable.advancemailsec,50,84105
core.chargeable.encrygateway,9,84114
core.chargeable.outlook,9,84123
core.chargeable.exchange,9,84132
core.chargeable.advancemailsec,9,84141
core.chargeable.addowaspace,147000,231141
core.chargeable.owa,17,231158
core.chargeable.activesync,17,231175
core.chargeable.advancemailsec,17,231192
core.chargeable.exchange,6,231198
core.chargeable.advancemailsec,6,231204
core.chargeable.exchange,3,231207
core.chargeable.advancemailsec,3,231210
core.chargeable.exchange,4,231214
core.chargeable.advancemailsec,4,231218
core.chargeable.exchange,5,231223
core.chargeable.archivemailbox,1,231224
core.chargeable.advancemailsec,5,231229
core.chargeable.exchange,6,231235
core.chargeable.advancemailsec,6,231241
core.chargeable.exchange,6,231247
core.chargeable.advancemailsec,6,231253
core.chargeable.exchange,3,231256
core.chargeable.advancemailsec,3,231259
core.chargeable.exchange,16,231275
core.chargeable.archivemailbox,1,231276
core.chargeable.advancemailsec,16,231292
core.chargeable.exchange,4,231296
core.chargeable.advancemailsec,4,231300
core.chargeable.exchange,1,231301
core.chargeable.advancemailsec,1,231302
core.chargeable.exchange,3,231305
core.chargeable.advancemailsec,3,231308
core.chargeable.exchange,1,231309
core.chargeable.advancemailsec,1,231310
core.chargeable.exchange,1,231311
core.chargeable.advancemailsec,1,231312
core.chargeable.exchange,2,231314
core.chargeable.advancemailsec,2,231316
core.chargeable.exchange,6,231322
core.chargeable.advancemailsec,6,231328
core.chargeable.exchange,6,231334
core.chargeable.advancemailsec,6,231340
core.chargeable.exchange,2,231342
core.chargeable.advancemailsec,2,231344
core.chargeable.exchange,6,231350
core.chargeable.advancemailsec,6,231356
core.chargeable.exchange,1,231357
core.chargeable.advancemailsec,1,231358
core.chargeable.exchange,1,231359
core.chargeable.advancemailsec,1,231360
core.chargeable.exchange,15,231375
core.chargeable.advancemailsec,15,231390
core.chargeable.exchange,17,231407
core.chargeable.advancemailsec,17,231424
core.chargeable.addowaspace,21000,252424
core.chargeable.owa,11,252435
core.chargeable.activesync,11,252446
core.chargeable.advancemailsec,11,252457
core.chargeable.exchange,3,252460
core.chargeable.advancemailsec,3,252463
core.chargeable.exchange,1,252464
core.chargeable.advancemailsec,1,252465
core.chargeable.exchange,8,252473
core.chargeable.advancemailsec,8,252481
core.chargeable.exchange,8,252489
core.chargeable.advancemailsec,8,252497
core.chargeable.exchange,1,252498
core.chargeable.advancemailsec,1,252499
core.chargeable.exchange,1,252500
core.chargeable.advancemailsec,1,252501
core.chargeable.exchange,1,252502
core.chargeable.advancemailsec,1,252503
core.chargeable.exchange,1,252504
core.chargeable.advancemailsec,1,252505
core.chargeable.exchange,1,252506
core.chargeable.advancemailsec,1,252507
core.chargeable.exchange,1,252508
core.chargeable.advancemailsec,1,252509
core.chargeable.exchange,3,252512
core.chargeable.advancemailsec,3,252515
core.chargeable.exchange,4,252519
core.chargeable.advancemailsec,4,252523
core.chargeable.exchange,23,252546
core.chargeable.advancemailsec,23,252569
core.chargeable.exchange,35,252604
core.chargeable.advancemailsec,35,252639
core.chargeable.exchange,3,252642
core.chargeable.advancemailsec,3,252645
core.chargeable.exchange,7,252652
core.chargeable.advancemailsec,7,252659
core.chargeable.exchange,1,252660
core.chargeable.archivemailbox,1,252661
core.chargeable.advancemailsec,1,252662
core.chargeable.exchange,1,252663
core.chargeable.advancemailsec,1,252664
core.chargeable.exchange,20,252684
core.chargeable.advancemailsec,20,252704
core.chargeable.exchange,1,252705
core.chargeable.advancemailsec,1,252706
core.chargeable.exchange,4,252710
core.chargeable.advancemailsec,4,252714
core.chargeable.exchange,16,252730
core.chargeable.advancemailsec,16,252746
core.chargeable.exchange,9,252755
core.chargeable.advancemailsec,9,252764
core.chargeable.exchange,14,252778
core.chargeable.advancemailsec,14,252792
core.chargeable.exchange,1,252793
core.chargeable.advancemailsec,1,252794
core.chargeable.exchange,91,252885
core.chargeable.advancemailsec,91,252976
core.chargeable.exchange,2,252978
core.chargeable.advancemailsec,2,252980
core.chargeable.exchange,1,252981
core.chargeable.advancemailsec,1,252982
core.chargeable.exchange,1,252983
core.chargeable.advancemailsec,1,252984
core.chargeable.exchange,1,252985
core.chargeable.advancemailsec,1,252986
core.chargeable.exchange,1,252987
core.chargeable.advancemailsec,1,252988
core.chargeable.exchange,1,252989
core.chargeable.advancemailsec,1,252990
core.chargeable.exchange,1,252991
core.chargeable.advancemailsec,1,252992
core.chargeable.exchange,1,252993
core.chargeable.advancemailsec,1,252994
core.chargeable.exchange,14,253008
core.chargeable.advancemailsec,14,253022
core.chargeable.exchange,2,253024
core.chargeable.owa,1,253025
core.chargeable.activesync,1,253026
core.chargeable.advancemailsec,3,253029
core.chargeable.exchange,1,253030
core.chargeable.advancemailsec,1,253031
core.chargeable.exchange,1,253032
core.chargeable.advancemailsec,1,253033
core.chargeable.exchange,1,253034
core.chargeable.advancemailsec,1,253035
core.chargeable.exchange,1,253036
core.chargeable.advancemailsec,1,253037
core.chargeable.exchange,5,253042
core.chargeable.advancemailsec,5,253047
core.chargeable.exchange,8,253055
core.chargeable.advancemailsec,8,253063
core.chargeable.exchange,2,253065
core.chargeable.advancemailsec,2,253067
core.chargeable.exchange,1,253068
core.chargeable.advancemailsec,1,253069
core.chargeable.exchange,8,253077
core.chargeable.advancemailsec,8,253085
core.chargeable.exchange,1,253086
core.chargeable.advancemailsec,1,253087
core.chargeable.exchange,2,253089
core.chargeable.advancemailsec,2,253091
core.chargeable.exchange,1,253092
core.chargeable.advancemailsec,1,253093
core.chargeable.exchange,1,253094
core.chargeable.advancemailsec,1,253095
core.chargeable.exchange,1,253096
core.chargeable.advancemailsec,1,253097
core.chargeable.exchange,2,253099
core.chargeable.advancemailsec,2,253101
core.chargeable.exchange,2,253103
core.chargeable.advancemailsec,2,253105
core.chargeable.exchange,1,253106
core.chargeable.advancemailsec,1,253107
core.chargeable.exchange,1,253108
core.chargeable.advancemailsec,1,253109
core.chargeable.exchange,1,253110
core.chargeable.advancemailsec,1,253111
core.chargeable.exchange,1,253112
core.chargeable.advancemailsec,1,253113
core.chargeable.exchange,2,253115
core.chargeable.advancemailsec,2,253117
core.chargeable.exchange,8,253125
core.chargeable.advancemailsec,8,253133
core.chargeable.exchange,1,253134
core.chargeable.advancemailsec,1,253135
core.chargeable.exchange,1,253136
core.chargeable.advancemailsec,1,253137
core.chargeable.exchange,1,253138
core.chargeable.advancemailsec,1,253139
core.chargeable.exchange,1,253140
core.chargeable.advancemailsec,1,253141
core.chargeable.exchange,1,253142
core.chargeable.advancemailsec,1,253143
core.chargeable.exchange,1,253144
core.chargeable.advancemailsec,1,253145
core.chargeable.exchange,6,253151
core.chargeable.advancemailsec,6,253157
core.chargeable.exchange,1,253158
core.chargeable.advancemailsec,1,253159
core.chargeable.exchange,2,253161
core.chargeable.advancemailsec,2,253163
core.chargeable.exchange,1,253164
core.chargeable.advancemailsec,1,253165
core.chargeable.exchange,1,253166
core.chargeable.advancemailsec,1,253167
core.chargeable.exchange,13,253180
core.chargeable.advancemailsec,13,253193
core.chargeable.exchange,4,253197
core.chargeable.advancemailsec,4,253201
core.chargeable.exchange,3,253204
core.chargeable.advancemailsec,3,253207
core.chargeable.exchange,3,253210
core.chargeable.advancemailsec,3,253213
core.chargeable.exchange,1,253214
core.chargeable.advancemailsec,1,253215
core.chargeable.exchange,1,253216
core.chargeable.advancemailsec,1,253217
core.chargeable.exchange,1,253218
core.chargeable.advancemailsec,1,253219
core.chargeable.exchange,1,253220
core.chargeable.advancemailsec,1,253221
core.chargeable.exchange,13,253234
core.chargeable.advancemailsec,13,253247
core.chargeable.exchange,1,253248
core.chargeable.advancemailsec,1,253249
core.chargeable.exchange,1,253250
core.chargeable.advancemailsec,1,253251
core.chargeable.exchange,29,253280
core.chargeable.advancemailsec,29,253309
core.chargeable.exchange,3,253312
core.chargeable.advancemailsec,3,253315
core.chargeable.exchange,1,253316
core.chargeable.advancemailsec,1,253317
core.chargeable.exchange,1,253318
core.chargeable.advancemailsec,1,253319
core.chargeable.exchange,2,253321
core.chargeable.advancemailsec,2,253323
core.chargeable.exchange,8,253331
core.chargeable.advancemailsec,8,253339
core.chargeable.exchange,1,253340
core.chargeable.advancemailsec,1,253341
core.chargeable.exchange,5,253346
core.chargeable.advancemailsec,5,253351
core.chargeable.exchange,2,253353
core.chargeable.advancemailsec,2,253355
core.chargeable.exchange,5,253360
core.chargeable.advancemailsec,5,253365
core.chargeable.exchange,7,253372
core.chargeable.advancemailsec,7,253379
core.chargeable.exchange,2,253381
core.chargeable.advancemailsec,2,253383
core.chargeable.exchange,1,253384
core.chargeable.advancemailsec,1,253385
core.chargeable.exchange,2,253387
core.chargeable.advancemailsec,2,253389
core.chargeable.exchange,1,253390
core.chargeable.advancemailsec,1,253391
core.chargeable.exchange,2,253393
core.chargeable.advancemailsec,2,253395
core.chargeable.exchange,1,253396
core.chargeable.advancemailsec,1,253397
core.chargeable.exchange,2,253399
core.chargeable.advancemailsec,2,253401
core.chargeable.outlook,63,253464
core.chargeable.exchange,63,253527
core.chargeable.advancemailsec,63,253590
core.chargeable.exchange,6,253596
core.chargeable.advancemailsec,6,253602
core.chargeable.exchange,3,253605
core.chargeable.advancemailsec,3,253608
core.chargeable.exchange,19,253627
core.chargeable.advancemailsec,19,253646
core.chargeable.exchange,3,253649
core.chargeable.advancemailsec,3,253652
core.chargeable.exchange,1,253653
core.chargeable.advancemailsec,1,253654
core.chargeable.exchange,15,253669
core.chargeable.advancemailsec,15,253684
core.chargeable.exchange,19,253703
core.chargeable.advancemailsec,19,253722
core.chargeable.exchange,8,253730
core.chargeable.advancemailsec,8,253738
core.chargeable.exchange,2,253740
core.chargeable.advancemailsec,2,253742
core.chargeable.exchange,1,253743
core.chargeable.advancemailsec,1,253744
core.chargeable.exchange,4,253748
core.chargeable.advancemailsec,4,253752
core.chargeable.exchange,2,253754
core.chargeable.advancemailsec,2,253756
core.chargeable.exchange,34,253790
core.chargeable.advancemailsec,34,253824
core.chargeable.exchange,1,253825
core.chargeable.advancemailsec,1,253826
core.chargeable.exchange,3,253829
core.chargeable.advancemailsec,3,253832
core.chargeable.exchange,15,253847
core.chargeable.advancemailsec,15,253862
core.chargeable.exchange,30,253892
core.chargeable.advancemailsec,30,253922
core.chargeable.exchange,4,253926
core.chargeable.advancemailsec,4,253930
core.chargeable.exchange,14,253944
core.chargeable.advancemailsec,14,253958
core.chargeable.exchange,1,253959
core.chargeable.advancemailsec,1,253960
core.chargeable.exchange,7,253967
core.chargeable.advancemailsec,7,253974
core.chargeable.exchange,1,253975
core.chargeable.advancemailsec,1,253976
core.chargeable.exchange,1,253977
core.chargeable.advancemailsec,1,253978
core.chargeable.exchange,10,253988
core.chargeable.advancemailsec,10,253998
core.chargeable.exchange,7,254005
core.chargeable.advancemailsec,7,254012
core.chargeable.exchange,3,254015
core.chargeable.advancemailsec,3,254018
core.chargeable.exchange,2,254020
core.chargeable.advancemailsec,2,254022
core.chargeable.exchange,9,254031
core.chargeable.advancemailsec,9,254040
core.chargeable.exchange,3,254043
core.chargeable.advancemailsec,3,254046
core.chargeable.owa,1,254047
core.chargeable.activesync,1,254048
core.chargeable.advancemailsec,1,254049
core.chargeable.exchange,1,254050
core.chargeable.advancemailsec,1,254051
core.chargeable.exchange,1,254052
core.chargeable.advancemailsec,1,254053
core.chargeable.exchange,1,254054
core.chargeable.advancemailsec,1,254055
core.chargeable.exchange,1,254056
core.chargeable.advancemailsec,1,254057
core.chargeable.outlook,1,254058
core.chargeable.exchange,1,254059
core.chargeable.advancemailsec,1,254060
core.chargeable.exchange,1,254061
core.chargeable.advancemailsec,1,254062
core.chargeable.exchange,16,254078
core.chargeable.advancemailsec,16,254094
core.chargeable.exchange,3,254097
core.chargeable.advancemailsec,3,254100
core.chargeable.exchange,1,254101
core.chargeable.advancemailsec,1,254102
core.chargeable.exchange,5,254107
core.chargeable.advancemailsec,5,254112
core.chargeable.exchange,3,254115
core.chargeable.advancemailsec,3,254118
core.chargeable.exchange,23,254141
core.chargeable.advancemailsec,23,254164
core.chargeable.exchange,50,254214
core.chargeable.advancemailsec,50,254264
core.chargeable.exchange,2,254266
core.chargeable.advancemailsec,2,254268
core.chargeable.exchange,5,254273
core.chargeable.advancemailsec,5,254278
core.chargeable.exchange,24,254302
core.chargeable.advancemailsec,24,254326
core.chargeable.exchange,274,254600
core.chargeable.archivemailbox,272,254872
core.chargeable.advancemailsec,274,255146
core.chargeable.exchange,1,255147
core.chargeable.advancemailsec,1,255148
core.chargeable.exchange,174,255322
core.chargeable.advancemailsec,174,255496
core.chargeable.exchange,1,255497
core.chargeable.advancemailsec,1,255498
core.chargeable.exchange,1,255499
core.chargeable.owa,1,255500
core.chargeable.activesync,1,255501
core.chargeable.advancemailsec,2,255503
core.chargeable.exchange,1,255504
core.chargeable.advancemailsec,1,255505
core.chargeable.exchange,1,255506
core.chargeable.advancemailsec,1,255507
core.chargeable.exchange,2,255509
core.chargeable.advancemailsec,2,255511
core.chargeable.exchange,1,255512
core.chargeable.advancemailsec,1,255513
core.chargeable.exchange,2,255515
core.chargeable.advancemailsec,2,255517
core.chargeable.exchange,2,255519
core.chargeable.advancemailsec,2,255521
core.chargeable.exchange,1,255522
core.chargeable.advancemailsec,1,255523
core.chargeable.exchange,19,255542
core.chargeable.advancemailsec,19,255561
core.chargeable.exchange,1,255562
core.chargeable.advancemailsec,1,255563
core.chargeable.encrymsg,5,255568
core.chargeable.encrygateway,5,255573
core.chargeable.exchange,5,255578
core.chargeable.advancemailsec,5,255583
core.chargeable.exchange,5,255588
core.chargeable.advancemailsec,5,255593
core.chargeable.exchange,1,255594
core.chargeable.advancemailsec,1,255595
core.chargeable.outlook,11,255606
core.chargeable.exchange,11,255617
core.chargeable.advancemailsec,11,255628
core.chargeable.exchange,2,255630
core.chargeable.advancemailsec,2,255632
core.chargeable.exchange,1,255633
core.chargeable.advancemailsec,1,255634
core.chargeable.exchange,1,255635
core.chargeable.advancemailsec,1,255636
core.chargeable.exchange,6,255642
core.chargeable.advancemailsec,6,255648
core.chargeable.exchange,15,255663
core.chargeable.advancemailsec,15,255678
core.chargeable.exchange,4,255682
core.chargeable.advancemailsec,4,255686
core.chargeable.exchange,2,255688
core.chargeable.advancemailsec,2,255690
core.chargeable.exchange,4,255694
core.chargeable.advancemailsec,4,255698
core.chargeable.exchange,2,255700
core.chargeable.advancemailsec,2,255702
core.chargeable.exchange,1,255703
core.chargeable.advancemailsec,1,255704
core.chargeable.exchange,1,255705
core.chargeable.advancemailsec,1,255706
core.chargeable.exchange,1,255707
core.chargeable.advancemailsec,1,255708
core.chargeable.exchange,1,255709
core.chargeable.advancemailsec,1,255710
core.chargeable.exchange,1,255711
core.chargeable.advancemailsec,1,255712
core.chargeable.exchange,1,255713
core.chargeable.advancemailsec,1,255714
core.chargeable.exchange,6,255720
core.chargeable.advancemailsec,6,255726
core.chargeable.exchange,1,255727
core.chargeable.advancemailsec,1,255728
core.chargeable.exchange,1,255729
core.chargeable.advancemailsec,1,255730
core.chargeable.exchange,2,255732
core.chargeable.advancemailsec,2,255734
core.chargeable.exchange,3,255737
core.chargeable.archivemailbox,1,255738
core.chargeable.advancemailsec,3,255741
core.chargeable.exchange,5,255746
core.chargeable.advancemailsec,5,255751
core.chargeable.exchange,1,255752
core.chargeable.advancemailsec,1,255753
core.chargeable.exchange,1,255754
core.chargeable.advancemailsec,1,255755
core.chargeable.exchange,1,255756
core.chargeable.advancemailsec,1,255757
core.chargeable.exchange,1,255758
core.chargeable.advancemailsec,1,255759
core.chargeable.exchange,4,255763
core.chargeable.advancemailsec,4,255767
core.chargeable.exchange,13,255780
core.chargeable.advancemailsec,13,255793
core.chargeable.encrygateway,13,255806
core.chargeable.exchange,13,255819
core.chargeable.advancemailsec,13,255832
core.chargeable.exchange,1,255833
core.chargeable.advancemailsec,1,255834
core.chargeable.exchange,3,255837
core.chargeable.advancemailsec,3,255840
core.chargeable.exchange,4,255844
core.chargeable.advancemailsec,4,255848
core.chargeable.exchange,3,255851
core.chargeable.advancemailsec,3,255854
core.chargeable.exchange,3,255857
core.chargeable.advancemailsec,3,255860
core.chargeable.exchange,8,255868
core.chargeable.archivemailbox,8,255876
core.chargeable.advancemailsec,8,255884
core.chargeable.exchange,4,255888
core.chargeable.advancemailsec,4,255892
core.chargeable.exchange,10,255902
core.chargeable.advancemailsec,10,255912
core.chargeable.exchange,1,255913
core.chargeable.advancemailsec,1,255914
core.chargeable.exchange,3,255917
core.chargeable.advancemailsec,3,255920
core.chargeable.exchange,24,255944
core.chargeable.resource,1,255945
core.chargeable.advancemailsec,24,255969
core.chargeable.exchange,4,255973
core.chargeable.advancemailsec,4,255977
core.chargeable.exchange,9,255986
core.chargeable.advancemailsec,9,255995
core.chargeable.exchange,7,256002
core.chargeable.advancemailsec,7,256009
core.chargeable.exchange,3,256012
core.chargeable.owa,1,256013
core.chargeable.activesync,1,256014
core.chargeable.advancemailsec,4,256018
core.chargeable.exchange,8,256026
core.chargeable.archivemailbox,8,256034
core.chargeable.advancemailsec,8,256042
core.chargeable.exchange,11,256053
core.chargeable.archivemailbox,11,256064
core.chargeable.advancemailsec,11,256075
core.chargeable.exchange,5,256080
core.chargeable.advancemailsec,5,256085
core.chargeable.exchange,3,256088
core.chargeable.advancemailsec,3,256091
core.chargeable.exchange,7,256098
core.chargeable.advancemailsec,7,256105
core.chargeable.exchange,3,256108
core.chargeable.advancemailsec,3,256111
core.chargeable.exchange,1,256112
core.chargeable.advancemailsec,1,256113
core.chargeable.exchange,6,256119
core.chargeable.advancemailsec,6,256125
core.chargeable.exchange,5,256130
core.chargeable.advancemailsec,5,256135
core.chargeable.exchange,5,256140
core.chargeable.advancemailsec,5,256145
core.chargeable.exchange,2,256147
core.chargeable.advancemailsec,2,256149
core.chargeable.encrygateway,9,256158
core.chargeable.exchange,9,256167
core.chargeable.advancemailsec,9,256176
core.chargeable.exchange,10,256186
core.chargeable.advancemailsec,10,256196
core.chargeable.exchange,7,256203
core.chargeable.advancemailsec,7,256210
core.chargeable.encrygateway,74,256284
core.chargeable.exchange,74,256358
core.chargeable.advancemailsec,74,256432
core.chargeable.exchange,6,256438
core.chargeable.archivemailbox,6,256444
core.chargeable.advancemailsec,6,256450
core.chargeable.exchange,11,256461
core.chargeable.advancemailsec,11,256472
core.chargeable.exchange,3,256475
core.chargeable.advancemailsec,3,256478
core.chargeable.exchange,9,256487
core.chargeable.advancemailsec,9,256496
core.chargeable.exchange,9,256505
core.chargeable.archivemailbox,9,256514
core.chargeable.advancemailsec,9,256523
core.chargeable.encrygateway,1,256524
core.chargeable.exchange,1,256525
core.chargeable.advancemailsec,1,256526
core.chargeable.exchange,1,256527
core.chargeable.advancemailsec,1,256528
core.chargeable.exchange,7,256535
core.chargeable.advancemailsec,7,256542
core.chargeable.exchange,2,256544
core.chargeable.advancemailsec,2,256546
core.chargeable.exchange,4,256550
core.chargeable.advancemailsec,4,256554
core.chargeable.exchange,1,256555
core.chargeable.advancemailsec,1,256556
core.chargeable.exchange,1,256557
core.chargeable.advancemailsec,1,256558
core.chargeable.exchange,3,256561
core.chargeable.advancemailsec,3,256564
core.chargeable.encrygateway,2,256566
core.chargeable.exchange,2,256568
core.chargeable.advancemailsec,2,256570
core.chargeable.exchange,2,256572
core.chargeable.advancemailsec,2,256574
core.chargeable.exchange,2,256576
core.chargeable.advancemailsec,2,256578
core.chargeable.exchange,1,256579
core.chargeable.advancemailsec,1,256580
core.chargeable.exchange,16,256596
core.chargeable.archivemailbox,16,256612
core.chargeable.advancemailsec,16,256628
core.chargeable.exchange,4,256632
core.chargeable.advancemailsec,4,256636
core.chargeable.exchange,2,256638
core.chargeable.advancemailsec,2,256640
core.chargeable.exchange,1,256641
core.chargeable.advancemailsec,1,256642
core.chargeable.exchange,1,256643
core.chargeable.archivemailbox,1,256644
core.chargeable.advancemailsec,1,256645
core.chargeable.exchange,11,256656
core.chargeable.advancemailsec,11,256667
core.chargeable.exchange,2,256669
core.chargeable.archivemailbox,2,256671
core.chargeable.advancemailsec,2,256673
core.chargeable.exchange,3,256676
core.chargeable.advancemailsec,3,256679
core.chargeable.exchange,3,256682
core.chargeable.advancemailsec,3,256685
core.chargeable.exchange,4,256689
core.chargeable.advancemailsec,4,256693
core.chargeable.exchange,9,256702
core.chargeable.advancemailsec,9,256711
core.chargeable.exchange,17,256728
core.chargeable.advancemailsec,17,256745
core.chargeable.exchange,14,256759
core.chargeable.advancemailsec,14,256773
core.chargeable.exchange,1,256774
core.chargeable.advancemailsec,1,256775
core.chargeable.exchange,3,256778
core.chargeable.advancemailsec,3,256781
core.chargeable.exchange,1,256782
core.chargeable.advancemailsec,1,256783
core.chargeable.exchange,1,256784
core.chargeable.advancemailsec,1,256785
core.chargeable.exchange,1,256786
core.chargeable.advancemailsec,1,256787
core.chargeable.exchange,41,256828
core.chargeable.advancemailsec,41,256869
core.chargeable.exchange,1,256870
core.chargeable.advancemailsec,1,256871
core.chargeable.exchange,5,256876
core.chargeable.advancemailsec,5,256881
core.chargeable.exchange,3,256884
core.chargeable.advancemailsec,3,256887
core.chargeable.exchange,12,256899
core.chargeable.advancemailsec,12,256911
core.chargeable.exchange,2,256913
core.chargeable.advancemailsec,2,256915
core.chargeable.exchange,2,256917
core.chargeable.advancemailsec,2,256919
core.chargeable.exchange,1,256920
core.chargeable.advancemailsec,1,256921
core.chargeable.exchange,16,256937
core.chargeable.advancemailsec,16,256953
core.chargeable.exchange,10,256963
core.chargeable.advancemailsec,10,256973
